种子ID,星区数量,磁石总数,蓝巨星总数,0型恒星总数
96820528,50,7,0,2
97521609,50,7,1,2
1357227,51,7,0,3
10301911,51,7,0,3
13105965,51,7,0,1
16082562,51,7,1,3
25820600,51,7,1,1
27847916,51,7,1,2
33793924,51,7,0,2
34752506,51,7,1,3
48379755,51,7,0,2
63335190,51,7,1,2
68593041,51,7,0,3
76375561,51,7,0,2
82194488,51,7,0,3
84829201,51,7,0,1
87729654,51,7,0,3
89017474,51,7,0,2
96951007,51,7,0,4
3859931,52,7,0,1
4176129,52,7,2,2
4471216,52,7,0,2
12153189,52,7,0,3
18700946,52,7,1,1
27338458,52,7,0,2
29569026,52,7,1,2
38626644,52,7,1,3
45859350,52,7,0,2
48379755,52,7,0,2
61579058,52,7,0,1
69003923,52,7,0,2
84753721,52,7,0,4
87545702,52,7,2,2
88986175,52,7,0,1
96951007,52,7,0,4
17813923,53,7,0,3
22465049,53,7,2,2
28027864,53,7,1,1
42035143,53,7,1,2
54431708,53,7,2,5
54439512,53,7,1,2
84492945,53,7,1,3
91907971,53,7,0,2
99307081,53,7,0,2
3741519,54,7,1,2
13820217,54,7,1,1
23695189,54,7,1,2
32322478,54,7,0,3
32527707,54,7,2,1
39150217,54,7,0,3
39761522,54,7,0,2
39959367,54,7,0,2
46193614,54,7,0,4
48852080,54,7,1,2
51666785,54,7,0,3
53911967,54,7,0,3
61527866,54,7,1,2
63335190,54,7,1,2
68593041,54,7,0,3
70462428,54,7,0,2
79527853,54,7,1,2
99307081,54,7,0,2
8414051,55,7,2,2
11512130,55,7,0,4
13151559,55,7,0,2
13658572,55,7,0,4
29453804,55,7,2,1
39172425,55,7,1,2
41653332,55,7,0,4
45519995,55,7,1,1
47075237,55,7,0,4
51666785,55,7,1,4
66510628,55,7,0,4
71002464,55,7,2,2
84119972,55,7,1,3
87605962,55,7,1,2
88452131,55,7,0,6
97802893,55,7,1,2
98428808,55,7,0,3
5227051,56,7,1,2
24731711,56,7,0,4
25859565,56,7,1,2
39172425,56,7,1,2
39682715,56,7,0,3
40638801,56,7,2,3
47068104,56,7,0,2
49623508,56,7,0,2
54805512,56,7,0,1
59954576,56,7,1,2
59978693,56,7,0,2
66498505,56,7,1,4
76308416,56,7,0,2
77132057,56,7,1,3
77155258,56,7,1,3
86094263,56,7,2,2
86361026,56,7,0,3
95595626,56,7,0,4
15962179,57,7,1,2
20952144,57,7,0,2
39413847,57,7,1,2
40638801,57,7,0,3
43420666,57,7,2,4
59954576,57,7,1,2
65211124,57,7,1,2
67047396,57,7,1,4
67118727,57,7,1,3
67244093,57,7,1,2
77155258,57,7,1,3
88452131,57,7,1,4
89403482,57,7,0,2
94507501,57,7,1,2
95595626,57,7,0,3
8850639,58,7,0,1
11024863,58,7,0,2
11051315,58,7,0,3
19690176,58,7,0,2
20053958,58,7,0,2
20458142,58,7,1,3
30053219,58,7,1,3
30098436,58,7,0,2
46983464,58,7,1,3
56323438,58,7,1,1
58963965,58,7,2,2
59289141,58,7,0,3
59978693,58,7,0,2
62004788,58,7,0,3
62999568,58,7,0,2
65016805,58,7,2,2
66779502,58,7,1,3
77498912,58,7,0,5
78822729,58,7,0,2
99123025,58,7,0,2
11036855,59,7,0,4
28676843,59,7,1,3
49690814,59,7,0,3
59289141,59,7,0,2
67244093,59,7,1,2
73135144,59,7,0,2
76784030,59,7,0,1
86919710,59,7,2,2
95477788,59,7,0,2
1683889,60,7,0,3
14011975,60,7,0,2
43220572,60,7,1,3
65846694,60,7,1,2
72089898,60,7,1,4
76906228,60,7,0,3
81490318,60,7,0,3
87426560,60,7,0,2
88316408,60,7,1,3
90725909,60,7,0,3
3629804,61,7,1,3
7190229,61,7,1,1
14581839,61,7,1,3
21236631,61,7,1,2
22075728,61,7,0,2
27045441,61,7,0,2
31027551,61,7,1,1
32541484,61,7,0,3
46451799,61,7,0,3
50760997,61,7,1,1
51045914,61,7,1,3
55892103,61,7,0,2
59171922,61,7,0,1
66779502,61,7,0,2
79499710,61,7,0,2
81490318,61,7,0,3
84119972,61,7,1,4
86650364,61,7,0,2
88316408,61,7,1,3
98428808,61,7,1,3
10043027,62,7,0,3
15522495,62,7,0,3
16453237,62,7,1,2
22465049,62,7,0,2
26327605,62,7,1,1
33283970,62,7,0,4
36545643,62,7,1,2
42697615,62,7,0,2
55892103,62,7,0,3
58183686,62,7,1,3
58711327,62,7,1,2
58764336,62,7,0,2
69578581,62,7,0,4
70265365,62,7,0,3
87401296,62,7,0,3
13702059,63,7,0,1
22643434,63,7,1,3
38742926,63,7,2,3
56877247,63,7,1,2
58183686,63,7,1,2
64215027,63,7,0,3
64436297,63,7,1,2
67118727,63,7,0,3
72116550,63,7,0,4
87401296,63,7,0,3
88452131,63,7,0,3
97802893,63,7,0,3
1400974,64,7,2,3
10101258,64,7,0,6
18828322,64,7,2,3
21658431,64,7,1,2
44111101,64,7,1,2
51976040,64,7,1,2
72089898,64,7,1,6
74213221,64,7,0,2
90355606,64,7,1,3
2514708,32,6,1,1
3238435,32,6,1,1
3386937,32,6,1,2
10180172,32,6,0,1
11228936,32,6,1,1
11567957,32,6,0,1
11690385,32,6,0,1
13761008,32,6,0,1
14843892,32,6,0,3
17683805,32,6,0,2
19647129,32,6,1,2
19704072,32,6,1,2
20772727,32,6,0,1
21006712,32,6,1,1
22475911,32,6,0,1
23257933,32,6,1,1
24739239,32,6,0,2
25445676,32,6,0,3
25554348,32,6,0,1
26441166,32,6,1,3
27961891,32,6,1,1
31750303,32,6,0,2
32862484,32,6,1,1
33477222,32,6,1,2
33739722,32,6,0,2
33992702,32,6,0,1
34015081,32,6,0,2
36643058,32,6,1,1
37039505,32,6,0,1
37179087,32,6,0,1
37572916,32,6,0,1
38521374,32,6,1,1
39240245,32,6,1,1
39594030,32,6,1,1
39700846,32,6,0,1
43038078,32,6,0,2
45828628,32,6,0,1
46171184,32,6,0,2
48332872,32,6,2,2
52997355,32,6,0,1
53894055,32,6,1,2
57859060,32,6,0,1
59274575,32,6,0,1
60607776,32,6,1,2
62278720,32,6,0,1
62654919,32,6,2,2
67229060,32,6,0,2
67826560,32,6,1,2
67887082,32,6,0,1
68130600,32,6,1,2
69359122,32,6,1,1
69800480,32,6,0,1
72808287,32,6,0,1
73551740,32,6,0,1
73937753,32,6,0,2
76807175,32,6,0,1
80612521,32,6,1,2
84736626,32,6,1,1
85569110,32,6,1,2
86342722,32,6,1,1
87901964,32,6,0,2
94231773,32,6,0,3
94316004,32,6,0,2
94601513,32,6,1,2
97924305,32,6,1,2
4192972,33,6,1,2
7359087,33,6,1,3
10118460,33,6,0,1
13393686,33,6,0,1
13928202,33,6,0,1
15841010,33,6,0,2
18092855,33,6,2,2
21014368,33,6,1,3
22490309,33,6,0,1
22619577,33,6,0,2
26779506,33,6,1,2
32305479,33,6,1,1
32316122,33,6,1,2
33739722,33,6,0,2
34879160,33,6,0,1
39860992,33,6,0,2
40604167,33,6,1,1
40670248,33,6,1,1
45431987,33,6,1,1
46731277,33,6,2,1
46972320,33,6,0,2
48459779,33,6,0,2
50173759,33,6,0,3
51110822,33,6,0,2
53963465,33,6,1,2
55003002,33,6,2,1
56019906,33,6,2,1
56234644,33,6,0,2
57295647,33,6,0,3
57877579,33,6,0,1
60583328,33,6,0,1
60597851,33,6,0,3
61614917,33,6,1,1
62165077,33,6,0,1
73210305,33,6,0,3
73626155,33,6,0,1
75496917,33,6,0,1
75733867,33,6,1,2
78464921,33,6,0,1
81634238,33,6,1,2
82157700,33,6,0,3
82435708,33,6,1,1
84749578,33,6,0,1
99911159,33,6,0,1
1952032,34,6,0,1
3386937,34,6,0,2
6013253,34,6,0,3
6323566,34,6,1,1
8685849,34,6,0,1
10077958,34,6,0,2
11778697,34,6,0,3
15149550,34,6,1,1
17495940,34,6,1,1
17649402,34,6,0,1
19527962,34,6,0,1
30573612,34,6,0,3
32316122,34,6,1,2
33739722,34,6,1,2
37572916,34,6,0,2
43337950,34,6,0,1
49158092,34,6,1,1
54211840,34,6,1,3
55548558,34,6,0,1
56955597,34,6,1,1
58153216,34,6,0,3
59592993,34,6,0,2
60199307,34,6,0,2
60597851,34,6,0,2
65864681,34,6,0,1
70253452,34,6,1,1
77116071,34,6,2,3
81116085,34,6,2,1
88422083,34,6,1,2
90479876,34,6,1,2
91930400,34,6,0,1
94411231,34,6,0,2
94926077,34,6,1,1
97924305,34,6,0,4
98881197,34,6,1,1
2091562,35,6,1,1
2139465,35,6,0,2
3467026,35,6,0,2
5223724,35,6,1,3
6385660,35,6,0,2
6638876,35,6,0,2
11778697,35,6,0,3
12756412,35,6,0,3
14107631,35,6,1,2
22475911,35,6,1,2
24815733,35,6,0,2
26882183,35,6,1,2
31094623,35,6,0,2
33796604,35,6,0,1
35171141,35,6,2,2
37563866,35,6,0,3
40410665,35,6,0,1
40943908,35,6,0,1
45743173,35,6,0,1
47499811,35,6,0,2
48496033,35,6,1,1
49331098,35,6,1,1
56444630,35,6,1,2
57929054,35,6,0,1
61386861,35,6,0,1
75366520,35,6,0,3
78422961,35,6,1,1
84513635,35,6,0,2
95722614,35,6,0,2
95730959,35,6,1,2
98381686,35,6,0,1
99233304,35,6,1,1
324038,36,6,0,1
1426729,36,6,0,2
1870854,36,6,1,3
8401650,36,6,0,2
10401679,36,6,0,2
11691594,36,6,1,2
12936885,36,6,1,1
16192588,36,6,0,3
16489407,36,6,0,2
20805700,36,6,0,1
24057221,36,6,0,1
24739239,36,6,0,3
28552790,36,6,0,2
32831328,36,6,1,1
35874068,36,6,0,2
37572916,36,6,0,2
39748252,36,6,0,2
44033791,36,6,0,1
52045992,36,6,0,3
58717340,36,6,1,2
60619372,36,6,1,1
61614917,36,6,0,2
61622546,36,6,1,1
61881048,36,6,0,2
63041034,36,6,0,2
76119894,36,6,1,1
79605340,36,6,0,1
85908355,36,6,0,1
88387146,36,6,1,3
89537656,36,6,2,2
95329351,36,6,0,4
95722614,36,6,1,2
98228340,36,6,0,1
98715771,36,6,0,2
2373174,37,6,0,1
8401650,37,6,0,2
10896195,37,6,0,2
14607732,37,6,1,1
18323244,37,6,0,2
22141581,37,6,0,1
37098787,37,6,1,1
44494726,37,6,2,1
47171235,37,6,1,2
48332872,37,6,0,2
52073578,37,6,0,2
57295647,37,6,1,3
58401787,37,6,1,2
60338951,37,6,0,2
61614917,37,6,0,2
64059224,37,6,0,2
73561221,37,6,0,1
74722695,37,6,0,1
76128466,37,6,0,2
77106804,37,6,2,2
82344968,37,6,1,1
83542572,37,6,0,2
85206902,37,6,0,2
88844853,37,6,0,1
96818548,37,6,0,1
38628,38,6,1,2
4409471,38,6,1,1
8766456,38,6,0,3
10275160,38,6,0,2
11748808,38,6,0,3
14013794,38,6,0,2
15010089,38,6,2,1
15098452,38,6,0,2
16981448,38,6,2,1
17288473,38,6,0,2
18265029,38,6,0,2
20858090,38,6,1,2
21433220,38,6,1,1
22297992,38,6,1,2
23005058,38,6,0,2
23676414,38,6,0,1
25656167,38,6,1,1
26569234,38,6,0,2
27024251,38,6,0,2
30651841,38,6,1,1
37492384,38,6,0,1
38083365,38,6,1,1
39450655,38,6,1,1
40568984,38,6,0,3
42578583,38,6,0,1
42638796,38,6,2,1
43617421,38,6,0,2
46839705,38,6,1,3
47171235,38,6,1,2
49016076,38,6,0,2
53596518,38,6,1,2
53963465,38,6,0,2
60963995,38,6,1,2
61998914,38,6,1,2
64089886,38,6,0,3
64129922,38,6,0,1
64575432,38,6,1,2
67033785,38,6,0,2
67229060,38,6,0,2
77191967,38,6,0,2
77455091,38,6,2,1
78024675,38,6,0,1
80175671,38,6,0,1
85206902,38,6,0,2
85408333,38,6,2,2
92035773,38,6,0,2
96196635,38,6,1,1
97772807,38,6,0,2
26508,39,6,0,1
1943722,39,6,0,2
3401786,39,6,1,1
6653457,39,6,2,1
8842767,39,6,0,1
10149723,39,6,0,2
15098452,39,6,0,2
15600173,39,6,0,2
17288473,39,6,0,2
24739239,39,6,0,3
28825313,39,6,1,1
35834250,39,6,0,2
37307027,39,6,1,1
47038724,39,6,1,3
49016076,39,6,0,2
55064531,39,6,0,3
57840299,39,6,1,1
61254083,39,6,0,2
63620305,39,6,1,2
64575432,39,6,1,2
71028397,39,6,0,2
73885287,39,6,0,3
74018910,39,6,0,3
76723331,39,6,1,1
80545218,39,6,0,2
82050544,39,6,0,3
82105754,39,6,1,2
82732638,39,6,0,1
85848718,39,6,1,2
93689400,39,6,0,1
95829736,39,6,1,1
98192059,39,6,1,3
1873435,40,6,0,2
6308462,40,6,0,1
11319167,40,6,2,2
11902490,40,6,1,1
13376946,40,6,1,1
14013794,40,6,0,2
15656443,40,6,0,1
17403700,40,6,1,2
22918307,40,6,0,2
24739239,40,6,1,3
31001610,40,6,0,2
33107962,40,6,0,2
38340359,40,6,0,1
40140469,40,6,1,3
45186849,40,6,0,2
45788671,40,6,1,2
47038724,40,6,1,4
48811890,40,6,1,1
49137094,40,6,1,1
50908972,40,6,2,1
59426472,40,6,2,2
67056775,40,6,2,2
67861824,40,6,0,3
68616957,40,6,0,3
73567413,40,6,0,2
80780923,40,6,2,1
89075732,40,6,0,2
97734728,40,6,0,2
5313648,41,6,1,3
7060775,41,6,1,2
7269949,41,6,0,2
9658257,41,6,0,1
10241562,41,6,0,1
13376946,41,6,1,1
15123412,41,6,1,3
22110363,41,6,1,2
22475911,41,6,0,2
23798448,41,6,0,2
24962741,41,6,0,1
28422785,41,6,1,1
30226747,41,6,0,2
36625379,41,6,1,1
41853029,41,6,0,2
44874571,41,6,1,1
45898962,41,6,1,1
47038724,41,6,1,4
50503194,41,6,1,2
56022206,41,6,0,1
56831069,41,6,1,4
59289097,41,6,0,1
61758655,41,6,1,2
64575432,41,6,1,2
68653374,41,6,1,2
71920777,41,6,1,1
78870634,41,6,2,2
78945379,41,6,1,2
82767697,41,6,0,2
85049264,41,6,0,2
85449568,41,6,0,3
88369215,41,6,1,3
99753226,41,6,1,1
4943485,42,6,1,2
10287453,42,6,1,2
11081076,42,6,1,1
14148816,42,6,1,2
17211143,42,6,0,1
21008100,42,6,1,3
22435400,42,6,0,2
23798448,42,6,1,2
26378408,42,6,1,1
27363462,42,6,0,3
28946485,42,6,1,2
29975394,42,6,0,1
30798527,42,6,0,2
36313176,42,6,1,1
40140469,42,6,0,2
43516366,42,6,0,1
44156130,42,6,0,1
45788671,42,6,1,3
47038724,42,6,0,3
48877891,42,6,1,2
61758655,42,6,1,2
62555877,42,6,0,1
62948310,42,6,0,1
66884581,42,6,1,1
69077127,42,6,1,2
84056595,42,6,0,2
85951764,42,6,0,1
88452131,42,6,1,2
96028220,42,6,0,1
3846876,43,6,0,1
8126545,43,6,0,2
27363462,43,6,0,3
31660031,43,6,0,1
45258030,43,6,0,3
48420674,43,6,1,2
59052433,43,6,1,2
64575432,43,6,0,2
65399479,43,6,2,3
67266690,43,6,1,1
69946552,43,6,0,2
70578024,43,6,1,1
74281672,43,6,0,1
74440925,43,6,2,2
75369186,43,6,1,2
76436501,43,6,0,2
77664488,43,6,1,2
77935974,43,6,1,2
79597562,43,6,1,3
91262080,43,6,0,1
96196635,43,6,0,2
99130006,43,6,1,2
21039704,44,6,1,5
22364879,44,6,0,1
24099102,44,6,0,3
27363462,44,6,1,2
27865109,44,6,0,2
33071834,44,6,0,2
33615432,44,6,0,1
37283943,44,6,0,3
37651348,44,6,0,4
40810093,44,6,0,1
43056143,44,6,0,4
49418182,44,6,0,2
50613036,44,6,0,2
57693976,44,6,0,2
58770980,44,6,0,3
61090389,44,6,1,1
61325828,44,6,1,3
63335190,44,6,0,2
63754430,44,6,2,2
65159204,44,6,0,1
65626802,44,6,0,3
66806731,44,6,1,1
77790124,44,6,0,1
79597562,44,6,1,4
84045302,44,6,0,3
84492945,44,6,0,2
85927466,44,6,1,1
88452131,44,6,0,2
89943310,44,6,1,4
93039671,44,6,1,2
96820528,44,6,0,2
935067,45,6,0,4
7818164,45,6,2,1
9616948,45,6,1,2
10896195,45,6,1,2
11309002,45,6,1,1
12937687,45,6,0,2
14148816,45,6,1,3
16420630,45,6,0,1
20143312,45,6,1,1
21794030,45,6,0,4
22886957,45,6,1,1
28825313,45,6,1,2
42687907,45,6,1,2
43940151,45,6,1,1
55405777,45,6,0,1
56673294,45,6,2,4
57693976,45,6,1,2
61196706,45,6,0,2
64550740,45,6,1,3
64575432,45,6,0,2
65857362,45,6,0,4
66277296,45,6,0,3
68404804,45,6,0,1
72154012,45,6,0,1
76953559,45,6,0,1
84056595,45,6,0,2
84492945,45,6,0,2
89637179,45,6,1,3
97295806,45,6,1,5
1357227,46,6,0,1
3695643,46,6,0,3
12623875,46,6,1,1
16420630,46,6,0,2
24355297,46,6,1,3
27541707,46,6,0,2
36908810,46,6,0,1
40140469,46,6,0,2
42687907,46,6,1,2
52762137,46,6,1,2
53596518,46,6,1,3
56673294,46,6,2,3
64093030,46,6,2,1
66199481,46,6,0,2
69274751,46,6,1,4
74769634,46,6,0,2
82026977,46,6,1,2
86054608,46,6,0,3
94875747,46,6,0,1
2517600,47,6,1,1
6143546,47,6,1,2
10109801,47,6,1,1
11512130,47,6,1,4
22095162,47,6,1,4
23854649,47,6,0,2
27158832,47,6,1,3
39469735,47,6,1,2
47441709,47,6,2,3
50333266,47,6,0,3
52504682,47,6,0,3
63335190,47,6,0,2
67435847,47,6,0,3
68657830,47,6,1,1
70597994,47,6,2,1
73737355,47,6,1,4
75633371,47,6,1,2
84045302,47,6,1,3
87504932,47,6,0,3
91119252,47,6,0,2
91246230,47,6,0,2
93039671,47,6,1,2
95134586,47,6,0,4
2328173,48,6,0,2
4471216,48,6,0,2
6184212,48,6,2,1
7248799,48,6,1,1
10109801,48,6,1,2
13443812,48,6,1,1
24809497,48,6,1,2
27297524,48,6,0,1
28167559,48,6,0,3
29028054,48,6,1,1
32770008,48,6,0,2
35558303,48,6,1,2
35988100,48,6,0,3
37847363,48,6,1,1
50333266,48,6,0,3
54839720,48,6,1,1
60576707,48,6,1,4
73681166,48,6,1,2
81405089,48,6,0,1
82137124,48,6,0,2
83078878,48,6,1,3
85851814,48,6,0,2
95134586,48,6,0,4
95477788,48,6,0,3
99332442,48,6,1,4
4134537,49,6,0,4
4471216,49,6,0,2
17555969,49,6,0,2
18340599,49,6,1,3
21039704,49,6,0,5
23321796,49,6,0,1
34541479,49,6,0,2
40726089,49,6,1,1
42878233,49,6,0,1
44066650,49,6,0,2
54948471,49,6,1,1
56501632,49,6,1,4
59093090,49,6,0,2
72412306,49,6,0,1
82872353,49,6,0,2
191852,50,6,0,3
8406030,50,6,0,3
14011975,50,6,0,3
14521184,50,6,0,2
17555969,50,6,1,3
20365228,50,6,0,2
22450205,50,6,0,1
22700910,50,6,0,2
29569026,50,6,0,2
30790892,50,6,1,2
34373409,50,6,0,4
36634027,50,6,1,4
41299943,50,6,2,2
42669355,50,6,1,1
44009658,50,6,0,2
49512168,50,6,0,2
54329204,50,6,0,2
59093090,50,6,0,2
64215027,50,6,0,4
67435847,50,6,0,3
73414333,50,6,0,1
80316696,50,6,0,1
80423535,50,6,0,1
84492945,50,6,1,3
86947560,50,6,0,3
87729654,50,6,0,4
90259277,50,6,0,1
91576725,50,6,0,3
1039480,51,6,1,3
6537531,51,6,1,2
12802232,51,6,2,4
16319196,51,6,1,1
17555969,51,6,1,3
20365228,51,6,1,3
23453829,51,6,1,1
39150217,51,6,0,3
47068104,51,6,1,2
48450508,51,6,0,1
58101968,51,6,0,3
59950641,51,6,0,1
60749728,51,6,0,1
65162163,51,6,0,2
67435847,51,6,0,2
73737355,51,6,2,4
90560218,51,6,1,1
92016899,51,6,0,3
95134586,51,6,0,3
7813819,52,6,2,3
14505830,52,6,0,1
15954229,52,6,1,3
16082562,52,6,1,3
17813923,52,6,0,3
17871092,52,6,0,2
18844724,52,6,0,1
19412636,52,6,1,6
20526759,52,6,1,3
26370047,52,6,1,2
27203421,52,6,1,3
32770008,52,6,0,3
32890927,52,6,1,1
38188007,52,6,2,2
52158350,52,6,1,3
57693976,52,6,2,2
59710250,52,6,0,1
72089898,52,6,0,4
80341049,52,6,1,2
84381877,52,6,0,3
86343484,52,6,0,2
87561780,52,6,0,2
91552637,52,6,1,1
91601724,52,6,0,3
94167007,52,6,1,1
95134586,52,6,0,3
95665876,52,6,0,2
95752051,52,6,0,2
99307081,52,6,0,2
7813819,53,6,1,3
15954229,53,6,1,2
17063622,53,6,0,2
19412636,53,6,1,4
22075728,53,6,0,1
23546242,53,6,1,2
30328512,53,6,0,1
33844715,53,6,1,2
39150217,53,6,0,4
40638801,53,6,1,3
58283896,53,6,2,2
60781664,53,6,1,2
61215010,53,6,1,1
77539373,53,6,1,3
79097490,53,6,1,1
79712531,53,6,0,2
82751735,53,6,1,3
82763398,53,6,1,3
85162460,53,6,1,3
87561780,53,6,0,2
95752051,53,6,0,2
97550700,53,6,1,1
11512130,54,6,0,4
11602580,54,6,1,4
17813923,54,6,0,3
23421659,54,6,2,1
24691653,54,6,0,1
25657903,54,6,0,2
27363462,54,6,2,4
30593053,54,6,1,4
35198638,54,6,1,2
38693655,54,6,1,2
43220572,54,6,1,2
43618774,54,6,0,2
46670131,54,6,0,2
47075237,54,6,0,3
69403741,54,6,2,3
79192985,54,6,0,2
79499710,54,6,1,3
82468416,54,6,2,1
84492945,54,6,2,3
87545702,54,6,1,2
88452131,54,6,0,6
98428808,54,6,0,3
22465049,55,6,1,2
31999286,55,6,0,2
39998020,55,6,0,3
43220572,55,6,1,3
46732113,55,6,0,3
48142340,55,6,2,2
60088696,55,6,1,4
64215027,55,6,2,4
67047396,55,6,1,3
69403741,55,6,2,3
79527853,55,6,1,2
81088879,55,6,0,2
81241139,55,6,2,2
191852,56,6,0,3
11512130,56,6,0,3
13151559,56,6,0,3
17139324,56,6,0,2
22075728,56,6,1,2
33283970,56,6,1,3
39998020,56,6,0,3
42787098,56,6,0,2
48142340,56,6,1,2
51459883,56,6,0,2
54981369,56,6,0,4
60755666,56,6,0,1
63540335,56,6,1,3
64215027,56,6,2,4
76720761,56,6,1,3
85162460,56,6,1,3
87605962,56,6,1,2
88125027,56,6,1,3
92207321,56,6,0,1
4698943,57,6,0,2
9821200,57,6,2,3
15557525,57,6,0,4
16622966,57,6,1,4
19340311,57,6,0,2
22075728,57,6,0,2
23695189,57,6,0,2
24380917,57,6,1,3
30790892,57,6,0,4
41902513,57,6,0,1
46193614,57,6,2,4
46732113,57,6,1,2
52891671,57,6,1,1
60781664,57,6,1,2
64215027,57,6,0,4
66948688,57,6,0,3
68745602,57,6,1,2
72089898,57,6,0,3
79527853,57,6,1,3
84753721,57,6,2,2
89303826,57,6,0,1
89337926,57,6,0,3
92662899,57,6,0,1
1608782,58,6,1,2
4982975,58,6,1,3
10292460,58,6,0,1
13441899,58,6,0,3
13821856,58,6,0,2
15325654,58,6,1,3
20932792,58,6,0,1
31431053,58,6,0,1
34804162,58,6,0,3
44791151,58,6,1,1
47498221,58,6,0,3
50069777,58,6,0,5
72089898,58,6,0,4
74027518,58,6,1,3
81088879,58,6,1,3
84753721,58,6,2,2
91865263,58,6,0,1
95477788,58,6,0,2
1608782,59,6,1,2
2419426,59,6,1,3
7500460,59,6,0,1
16812174,59,6,0,4
28167559,59,6,0,3
31431053,59,6,0,2
35433692,59,6,1,1
43220572,59,6,1,3
50069777,59,6,0,4
62004788,59,6,0,3
64452736,59,6,0,1
66948688,59,6,0,3
67850811,59,6,1,3
68093453,59,6,1,2
69074904,59,6,1,2
75897226,59,6,1,4
79976515,59,6,0,1
81088879,59,6,1,3
85162460,59,6,0,4
87058048,59,6,0,2
89309478,59,6,1,1
13658572,60,6,1,4
22465049,60,6,2,2
27221632,60,6,1,1
28167559,60,6,0,3
29109342,60,6,0,2
29686248,60,6,2,1
40835904,60,6,0,1
47068104,60,6,0,2
50328539,60,6,0,3
59289141,60,6,0,2
73250700,60,6,2,2
79499710,60,6,1,3
84119972,60,6,0,3
86650364,60,6,1,1
89848641,60,6,1,2
99136960,60,6,0,2
11925003,61,6,0,2
15325654,61,6,1,2
15522495,61,6,0,3
16453237,61,6,1,2
19534642,61,6,1,2
19913578,61,6,0,3
25818717,61,6,0,2
28167559,61,6,0,2
31431053,61,6,1,3
40013341,61,6,1,5
40290500,61,6,2,2
43220572,61,6,1,2
44576848,61,6,2,2
47322911,61,6,1,2
51017539,61,6,1,1
56243227,61,6,0,2
63845027,61,6,1,1
72089898,61,6,1,4
75751781,61,6,0,4
92340111,61,6,1,3
94896403,61,6,1,3
97802893,61,6,1,3
3599995,62,6,1,1
6059154,62,6,0,2
10101258,62,6,0,5
19534642,62,6,1,2
22075728,62,6,0,2
27045441,62,6,0,2
27679725,62,6,0,2
40013341,62,6,2,5
45688333,62,6,1,3
64215027,62,6,1,3
73250700,62,6,1,2
73645832,62,6,2,3
84119972,62,6,1,4
95477788,62,6,0,3
97802893,62,6,1,4
98207333,62,6,0,2
11512130,63,6,1,3
27427764,63,6,0,2
35926386,63,6,0,4
45688333,63,6,1,3
55892103,63,6,0,3
58764336,63,6,0,2
62326447,63,6,0,1
67244093,63,6,1,2
67850811,63,6,0,3
72089898,63,6,1,5
73737355,63,6,1,2
87987751,63,6,1,2
90355606,63,6,1,3
93523006,63,6,1,1
11512130,64,6,1,3
17139324,64,6,0,2
28167559,64,6,0,4
28472167,64,6,2,7
30205876,64,6,1,3
50030040,64,6,1,3
55892103,64,6,0,3
58128732,64,6,1,1
58183686,64,6,1,2
59978693,64,6,0,2
64098875,64,6,1,1
67900293,64,6,1,1
68632010,64,6,0,1
70602837,64,6,2,3
78092589,64,6,0,1
97494130,64,6,1,2
97802893,64,6,0,3
1974715,32,5,0,1
4192972,32,5,1,2
7112472,32,5,0,3
8897952,32,5,0,1
9087043,32,5,0,2
12092742,32,5,0,1
20222238,32,5,0,3
21921922,32,5,1,1
22161442,32,5,1,2
25254582,32,5,1,1
25324838,32,5,1,3
25994540,32,5,1,1
27499560,32,5,1,1
31782901,32,5,1,2
33259775,32,5,1,1
34975951,32,5,0,2
35263125,32,5,1,2
37095612,32,5,1,2
39451666,32,5,0,2
41809306,32,5,0,2
44363026,32,5,1,1
46301486,32,5,0,2
48095944,32,5,0,2
48928658,32,5,1,1
50173759,32,5,0,2
50786366,32,5,2,1
51110822,32,5,0,1
52431824,32,5,1,1
53604656,32,5,2,3
53963465,32,5,1,3
55382892,32,5,1,1
55752220,32,5,0,1
56970222,32,5,0,1
57644106,32,5,0,1
59165186,32,5,0,2
59427808,32,5,2,1
59958806,32,5,0,2
63806585,32,5,0,1
66293123,32,5,0,1
69274751,32,5,0,2
75303698,32,5,1,1
77894869,32,5,0,1
80261039,32,5,0,1
80995620,32,5,2,1
82692950,32,5,0,2
83194280,32,5,1,1
84550759,32,5,0,1
89913564,32,5,1,2
90199400,32,5,1,2
91182074,32,5,0,1
91515596,32,5,0,2
91955883,32,5,0,1
96968650,32,5,1,1
98307086,32,5,1,2
99378717,32,5,0,1
99840523,32,5,0,2
99952119,32,5,0,1
3386937,33,5,1,2
3720942,33,5,0,2
7112472,33,5,0,3
8395668,33,5,1,2
9087043,33,5,0,2
10535332,33,5,2,1
11813668,33,5,1,3
12201154,33,5,0,4
12462330,33,5,1,2
13975776,33,5,0,2
15483149,33,5,0,1
19351094,33,5,0,1
20018281,33,5,1,1
21237713,33,5,0,1
24224998,33,5,0,1
25328078,33,5,0,1
34015081,33,5,0,2
37295892,33,5,0,1
37413756,33,5,0,2
42273972,33,5,0,1
45647577,33,5,1,2
46582144,33,5,0,1
47016432,33,5,2,1
48379755,33,5,0,2
48818144,33,5,0,2
53114275,33,5,0,1
58153216,33,5,0,3
58768134,33,5,1,2
60752422,33,5,1,1
61881048,33,5,1,2
67086906,33,5,0,2
67303940,33,5,0,2
